AREA,BED,BATH,BUILT,DESCRIPTION,LOTSIZE,PRICE
1947.0,3.0,2.0,1996.0,"Custom built ranch with brick veneer!!Meticulously clean,great floor plan and in move in condition!!Glistening hardwood floors,cathedral living room with  skylight and wood fireplace.Light and bright!!Eat in kitchen with skylight , breakfast bar, and dining area opening to huge deck.Deck overlooks acre plus level lot!!First floor laundry room/mudroom.Master suite with whirlpool tub.All bedrooms have hardwood!!Central air,oil heat baseboard,two car garage,work bench and is equipped with generator transfer switch!!Lower level has heated rec room perfect for pool table,ping pong or exercise.This beautiful ranch has more closets up and down than most homes.Situated on a sweeping level lot nestled in the South Farms area of Middletown,It HAS MAJOR curb appeal!!Front porch is covered for those rainy days where reading a good book is good for the soul!!Minutes from Crystal Lake and city walking trails!!Sellers had the foresight to install two oil tanks(330 gal and 275 gal) and water softener system on day one!!!",1.1399887744,369900.0
1840.0,3.0,1.0,1955.0,"Come enjoy the privacy of this Cozy 3 bedroom, 1 bathroom Ranch on a quiet dead end street in this desirable area.   Basement is partially finished with heat, could be used as a fourth bedroom. Needs updating, and TLC. Newer windows throughout the home, and newer mechanicals. More pics to come soon! Come see the potential this Diamond in the rough has!",0.3299810432,239900.0
750.0,1.0,1.0,1925.0,Small house on 1 acre newer boiler and windows. There are 2 outbuildings. Needs some work cash or conventional financing only,0.9999982079999999,149900.0
7151.0,5.0,7.0,2006.0,"Welcome to Woodside Place!     Discover this beautifully rebuild and remodeled 2006 Greenfield Hill home filled with sunlight, grace and elegance underscored by a casual luxury farmhouse design. filled with sunlight, grace and elegance underscored by a casual luxury farmhouse design. With magnificent privacy, your views will never change as you are surrounded by 186 acres known as Brett Woods, allowing you to enjoy the forest terrain from your sun filled home. Woodside Place is more than just a home, rather a lifestyle for nature lovers longing for Mother Nature’s full-time company and beauty. Inspired by classic craftsmanship with gracious rooms, vaulted ceilings, a turret, double staircases, white painted hardwood floors and charming covered porches. A fantastic floor plan with a central, supersized kitchen with fireplace, serving area, and kitchen island with warming drawers. Plus sight lines to the large, bright family/media room with fireplace, and with multiple exits onto the brick terrace and pool area. Primary bedroom encompasses an en suite, sitting room, fireplace, vaulted ceilings, a huge custom walk-in closet and private bedroom balcony overlooking the pool. The morning sunrises will take your breath away as the refection off the heated gunite pool doubles the beauty and grace of the skyline view. Your second floor grand laundry room with folding and gift wrapping stations personifies organization and style.",2.0199917888,1879000.0
1706.0,3.0,2.0,1948.0,"You will enjoy easy living in this move-in ready 3 bedroom Colonial located in the heart of the Webster Hill area. Amenities include a living room with fireplace, a sun-filled 1st floor family room, hardwood floors and a partially finished basement. Additional features include a newer roof (approx. 2 years old), replacement windows (approx 5 years old), gas heat, and an expansive yard. Conveniently located near West Hartford Center, shopping and highways, this is a great place to call home.",0.2299812224,314900.0
1361.0,3.0,1.0,1955.0,"PREPARE TO BE STUNNED WITH THIS STYLISH AND THOUGHTFULLY REMODELED (2018-2019) RANCH HOME WITH MIDCENTURY VIBES. THIS HOME ILLUSTRATES AN OPEN CONCEPT LIVING SPACE. CONNECTIVITY ALSO FROM INDOOR TO OUTDOOR SPACES. THE CRAFTSMANSHIP AND DETAILED FINISHES DEFINE A SIMPLE YET MODERN SOPHISTICATION. THIS HOME IS MORE SPACIOUS THAN IT APPEARS FROM THE CURB. THE KITCHEN OFFERS STONE SHAKER WITH DOVETAIL JOINTS, AND SOFT CLOSING DRAWERS, QUARTZ COUNTERTOP SPACE, UNDER MOUNT STAINLESS SINK, AND ALL STAINLESS APPLIANCES. IMAGES AND VIEWINGS ONLY HIGHLIGHT THE METICULOUSLY MAINTAINED HOME.",0.1999996416,299900.0
1472.0,4.0,2.0,1953.0,"Look no more, perfect for the person who needs one floor living or wants to downsize, newer flooring, newer bathrooms, in this charming ranch. Home offers kitchen with stainless steel appliances, tile back splash and floor! Most rooms freshly paint. One of the bedrooms is being used as a office. Combination dining and living room along with large family room with pellet stove and brand new slider that leads to your back deck which will be great for your upcoming summer gatherings. Central air! Roof is 2013, new siding in 2020, everything in furnace is new as of 2019 except for shell. Don't hesitate as this one wont last.",0.2899902976,219900.0
4864.0,5.0,4.0,1999.0,"SPACIOUS, LOVELY HOME IN PRIVATE COMMUNITY & SECLUDED SETTING, BORDERING TOWN SPACE WITH SEASONAL RIVER VIEWS, ON ALMOST 3 ACRES.  HOME OFFERS: 4 OR 5 BEDROOMS, 3 FULL & 1 HALF BATHS, OVERSIZED KITCHEN w/ISLAND, LG. FAMILY ROOM W/VAULTED CEILING & FIREPLACE, FORMAL DINING ROOM WITH TRAY CEILING, BEAUTIFUL HARDWOOD FLOORS, LG. MASTER BEDROOM/VAULTED CEILING, 2 CLOSETS AND A LARGE ON SUITE BATH W/DOUBLE SINKS, WHIRLPOOL TUB, SHOWER, LINEN CLOSET. FINISHED WALK OUT LOWER LEVEL ADDS 1400 MORE SQ.FT. - THEATRE ROOM W/ TRAY LIT CEILING, WORKOUT ROOM WITH EQUIPMENT/PLAYROOM AND AN OFFICE OR 5TH BEDROOM WITH FULL BATH.  HOME OFFERS WONDERFUL SPACE AND TREMENDOUS POSSIBILITIES.",2.8699902656,599900.0
1480.0,2.0,1.0,1941.0,"This is the one! Well constructed charming Dutch Colonial with lovely hardwood floors throughout! Very convenient location to Schools, shopping and highway access.  Potential for additional BR (12 x 12) on lower level with walkout basement.  Kitchen has updated cabinets with granite counter top and Stainless Steel appliances.  Good size family room off kitchen with skylight and sliders to vinyl deck.  Living room with fireplace as central focal point and built-in bookcases.  Lovely staircase leads to two good sized BR's upstairs, walk-in closets and full bath off hallway.  Walk up attic access through closet in BR can be additional storage. Potential for 1/2 bath in kitchen pantry closet.   Central Air and Natural gas heat! Walking distance to Marin Kellogg Middle School.  Expansive park-like backyard for grilling and family entertaining!",0.179981312,272500.0
2287.0,4.0,3.0,1986.0,"Close to West Hill Lake, this beautifully maintained contemporary cape is tucked off the road on 2.86 acres. The home features a brand new driveway, many upgrades and is getting a fresh coat of paint on the exterior as the listing goes live. The home offers 4 good sized bedrooms and 2 1/2 baths. The living room has a vaulted ceiling that extends bright sunlight up through the second floor balcony. The living and dining room share a double sided glass door fireplace adding warmth and ambience on cold winter days. A bright and well thought out kitchen opens to the dining room, living room and mudroom. The dining room features french doors that open to an expansive ground level deck that overlooks the lovely landscaped and private backyard. Perfect for entertaining or enjoying the tranquility of the outdoors. A large den on the first floor could easily be made into a fifth bedroom. Upstairs, the master bedroom has an ensuite with jacuzzi soaker tub, large walk in closet and additional closet space. This home has tons of storage, is wired for a generator with 200 amp service, has a dry basement with lower level walkout area that is ready for you to finish. This home is priced competitively and won't last. Listing goes live 5/1/21.",2.6899859968,369900.0
6656.0,5.0,6.0,1999.0,"View from the top! Rarely does an opportunity present itself to acquire the most enviable property in Avon, a unique setting, w/ magnificent sunset views night after night! The expansive bluestone patio, infinity-edge pool w/ sweeping Valley views make it easy to relax. Inside, a soothing ambiance as the views continue; each room meticulously designed by the owner/builder to maximize natural light & New England’s ever-changing colorful views. Conveniently located on the desirable East side of town. The front entrance opens to a graceful 2-story foyer leading straight to the well-appointed FR, w/ fireplace & large picture window. The tastefully appointed French country style kitchen features cooking & cooling by Viking & Subzero, addl. cooling & freezer drawers & a 2nd dishwasher in the island, walk-in pantry, butler’s pantry. The kitchen opens to a cozy sunroom boasting a FP & French doors leading to the rear bluestone patio. The main level w/ its open floor plan featuring  9+ foot ceilings, custom crown molding & HW flooring, transom windows, built-in audio system & many amenities to include 2 powder rooms, a formal dining room, formal living room w/ FP, & an office, perfect for working from home. The 2nd level w/ a generously sized master suite w/ gas FP, limestone master bath w/ double vanity, whirlpool tub & walk-in shower & an exquisitely outfitted dressing room. 4 more bedrooms, a laundry rm complete the well laid out 2nd floor. Finished walk-out LL w/gym & media room.",2.1599823552,1749000.0
